facility,"FEMUR, KNEE >60MM PERSONA RT #5 STANDARD PS CEMENTED",SUP-73896,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,4610.68,1844.27,1982.59,4900.62,,2531.26,,,,,,,percent of total billed charges,,3236.7,,,,,,,percent of total billed charges,,2203.44,,,,,,,percent of total billed charges,,,,,,,,,,,3458.01,,,,,,,percent of total billed charges,,,,,,,,,,,3458.01,,,,,,,percent of total billed charges,,3365.8,,,,,,,percent of total billed charges,,2646.53,,,,,,,percent of total billed charges,,3006.16,,,,,,,percent of total billed charges,,2120.91,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222.87,,,,,,,percent of total billed charges,,3826.86,,,,,,,percent of total billed charges,,1982.59,,,,,,,percent of total billed charges,,2305.34,,,,,,,percent of total billed charges,,3227.48,,,,,,,percent of total billed charges,,3513.34,,,,,,,percent of total billed charges,,2660.36,,,,,,,percent of total billed charges,,3458.01,,,,,,,percent of total billed charges,,3919.08,,,,,,,percent of total billed charges,,3919.08,,,,,,,percent of total billed charges,,3458.01,,,,,,,percent of total billed charges,,2397.55,,,,,,,percent of total billed charges,,2167.02,,,,,,,percent of total billed charges,,3227.48,,,,,,,percent of total billed charges,,3919.08,,,,,,,percent of total billed charges,,3227.48,,,,,,,percent of total billed charges,,2766.41,,,,,,,percent of total billed charges,,4900.62,,,,,,,percent of total billed charges,,2203.44,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE NEXGEN CR LT G CEM",SUP-T15713,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,4452,1780.8,1914.36,4731.96,,2444.15,,,,,,,percent of total billed charges,,3125.3,,,,,,,percent of total billed charges,,2127.61,,,,,,,percent of total billed charges,,,,,,,,,,,3339,,,,,,,percent of total billed charges,,,,,,,,,,,3339,,,,,,,percent of total billed charges,,3249.96,,,,,,,percent of total billed charges,,2555.45,,,,,,,percent of total billed charges,,2902.7,,,,,,,percent of total billed charges,,2047.92,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111.95,,,,,,,percent of total billed charges,,3695.16,,,,,,,percent of total billed charges,,1914.36,,,,,,,percent of total billed charges,,2226,,,,,,,percent of total billed charges,,3116.4,,,,,,,percent of total billed charges,,3392.42,,,,,,,percent of total billed charges,,2568.8,,,,,,,percent of total billed charges,,3339,,,,,,,percent of total billed charges,,3784.2,,,,,,,percent of total billed charges,,3784.2,,,,,,,percent of total billed charges,,3339,,,,,,,percent of total billed charges,,2315.04,,,,,,,percent of total billed charges,,2092.44,,,,,,,percent of total billed charges,,3116.4,,,,,,,percent of total billed charges,,3784.2,,,,,,,percent of total billed charges,,3116.4,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,4731.96,,,,,,,percent of total billed charges,,2127.61,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE NEXGEN CR OPTION RT F CEM",SUP-74070,CDM,C1776,HCPCS,0278,RC,,,,inpatient,,,3920.94,1568.38,1686,4167.5,,2152.6,,,,,,,percent of total billed charges,,2752.5,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2940.71,,,,,,,percent of total billed charges,,,,,,,,,,,2940.71,,,,,,,percent of total billed charges,,2862.29,,,,,,,percent of total billed charges,,2250.62,,,,,,,percent of total billed charges,,2556.45,,,,,,,percent of total billed charges,,1803.63,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740.74,,,,,,,percent of total billed charges,,3254.38,,,,,,,percent of total billed charges,,1686,,,,,,,percent of total billed charges,,1960.47,,,,,,,percent of total billed charges,,2744.66,,,,,,,percent of total billed charges,,2987.76,,,,,,,percent of total billed charges,,2262.38,,,,,,,percent of total billed charges,,2940.71,,,,,,,percent of total billed charges,,3332.8,,,,,,,percent of total billed charges,,3332.8,,,,,,,percent of total billed charges,,2940.71,,,,,,,percent of total billed charges,,2038.89,,,,,,,percent of total billed charges,,1842.84,,,,,,,percent of total billed charges,,2744.66,,,,,,,percent of total billed charges,,3332.8,,,,,,,percent of total billed charges,,2744.66,,,,,,,percent of total billed charges,,2352.56,,,,,,,percent of total billed charges,,4167.5,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE NEXGEN LPS OPTION LT B CEM",SUP-83675,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,3920.94,1568.38,1686,4167.5,,2152.6,,,,,,,percent of total billed charges,,2752.5,,,,,,,percent of total billed charges,,1873.82,,,,,,,percent of total billed charges,,,,,,,,,,,2940.71,,,,,,,percent of total billed charges,,,,,,,,,,,2940.71,,,,,,,percent of total billed charges,,2862.29,,,,,,,percent of total billed charges,,2250.62,,,,,,,percent of total billed charges,,2556.45,,,,,,,percent of total billed charges,,1803.63,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740.74,,,,,,,percent of total billed charges,,3254.38,,,,,,,percent of total billed charges,,1686,,,,,,,percent of total billed charges,,1960.47,,,,,,,percent of total billed charges,,2744.66,,,,,,,percent of total billed charges,,2987.76,,,,,,,percent of total billed charges,,2262.38,,,,,,,percent of total billed charges,,2940.71,,,,,,,percent of total billed charges,,3332.8,,,,,,,percent of total billed charges,,3332.8,,,,,,,percent of total billed charges,,2940.71,,,,,,,percent of total billed charges,,2038.89,,,,,,,percent of total billed charges,,1842.84,,,,,,,percent of total billed charges,,2744.66,,,,,,,percent of total billed charges,,3332.8,,,,,,,percent of total billed charges,,2744.66,,,,,,,percent of total billed charges,,2352.56,,,,,,,percent of total billed charges,,4167.5,,,,,,,percent of total billed charges,,1873.82,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE PERSONA REV CEMENT CCR PLS SZ 5 RT",SUP-101769,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,16544.12,6617.65,7113.97,17584.47,,9082.72,,,,,,,percent of total billed charges,,11613.97,,,,,,,percent of total billed charges,,7906.43,,,,,,,percent of total billed charges,,,,,,,,,,,12408.09,,,,,,,percent of total billed charges,,,,,,,,,,,12408.09,,,,,,,percent of total billed charges,,12077.21,,,,,,,percent of total billed charges,,9496.32,,,,,,,percent of total billed charges,,10786.77,,,,,,,percent of total billed charges,,7610.3,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11564.34,,,,,,,percent of total billed charges,,13731.62,,,,,,,percent of total billed charges,,7113.97,,,,,,,percent of total billed charges,,8272.06,,,,,,,percent of total billed charges,,11580.88,,,,,,,percent of total billed charges,,12606.62,,,,,,,percent of total billed charges,,9545.96,,,,,,,percent of total billed charges,,12408.09,,,,,,,percent of total billed charges,,14062.5,,,,,,,percent of total billed charges,,14062.5,,,,,,,percent of total billed charges,,12408.09,,,,,,,percent of total billed charges,,8602.94,,,,,,,percent of total billed charges,,7775.74,,,,,,,percent of total billed charges,,11580.88,,,,,,,percent of total billed charges,,14062.5,,,,,,,percent of total billed charges,,11580.88,,,,,,,percent of total billed charges,,9926.47,,,,,,,percent of total billed charges,,17584.47,,,,,,,percent of total billed charges,,7906.43,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE PERSONA REV CEMENT HALF BLK SZ F RM 15MM",SUP-102335,CDM,C1776,HCPCS,0278,RC,,,,inpatient,,,2827.44,1130.98,1215.8,3005.24,,1552.26,,,,,,,percent of total billed charges,,1984.86,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2120.58,,,,,,,percent of total billed charges,,,,,,,,,,,2120.58,,,,,,,percent of total billed charges,,2064.03,,,,,,,percent of total billed charges,,1622.95,,,,,,,percent of total billed charges,,1843.49,,,,,,,percent of total billed charges,,1300.62,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.38,,,,,,,percent of total billed charges,,2346.78,,,,,,,percent of total billed charges,,1215.8,,,,,,,percent of total billed charges,,1413.72,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,2154.51,,,,,,,percent of total billed charges,,1631.43,,,,,,,percent of total billed charges,,2120.58,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,2120.58,,,,,,,percent of total billed charges,,1470.27,,,,,,,percent of total billed charges,,1328.9,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,1696.46,,,,,,,percent of total billed charges,,3005.24,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE PERSONA REV CEMENT HALF BLK SZ LL RM 5MM",SUP-106111,CDM,C1776,HCPCS,0278,RC,,,,inpatient,,,2827.44,1130.98,1215.8,3005.24,,1552.26,,,,,,,percent of total billed charges,,1984.86,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2120.58,,,,,,,percent of total billed charges,,,,,,,,,,,2120.58,,,,,,,percent of total billed charges,,2064.03,,,,,,,percent of total billed charges,,1622.95,,,,,,,percent of total billed charges,,1843.49,,,,,,,percent of total billed charges,,1300.62,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.38,,,,,,,percent of total billed charges,,2346.78,,,,,,,percent of total billed charges,,1215.8,,,,,,,percent of total billed charges,,1413.72,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,2154.51,,,,,,,percent of total billed charges,,1631.43,,,,,,,percent of total billed charges,,2120.58,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,2120.58,,,,,,,percent of total billed charges,,1470.27,,,,,,,percent of total billed charges,,1328.9,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,1696.46,,,,,,,percent of total billed charges,,3005.24,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE PERSONA REV HALF BLK SZEF RL 5MM",SUP-104647,CDM,C1776,HCPCS,0278,RC,,,,inpatient,,,2827.44,1130.98,1215.8,3005.24,,1552.26,,,,,,,percent of total billed charges,,1984.86,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2120.58,,,,,,,percent of total billed charges,,,,,,,,,,,2120.58,,,,,,,percent of total billed charges,,2064.03,,,,,,,percent of total billed charges,,1622.95,,,,,,,percent of total billed charges,,1843.49,,,,,,,percent of total billed charges,,1300.62,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.38,,,,,,,percent of total billed charges,,2346.78,,,,,,,percent of total billed charges,,1215.8,,,,,,,percent of total billed charges,,1413.72,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,2154.51,,,,,,,percent of total billed charges,,1631.43,,,,,,,percent of total billed charges,,2120.58,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,2120.58,,,,,,,percent of total billed charges,,1470.27,,,,,,,percent of total billed charges,,1328.9,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,2403.32,,,,,,,percent of total billed charges,,1979.21,,,,,,,percent of total billed charges,,1696.46,,,,,,,percent of total billed charges,,3005.24,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE PERSONA RM 3 CEMENTED",SUP-91872,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,5088,2035.2,2187.84,5407.95,,2793.31,,,,,,,percent of total billed charges,,3571.78,,,,,,,percent of total billed charges,,2431.56,,,,,,,percent of total billed charges,,,,,,,,,,,3816,,,,,,,percent of total billed charges,,,,,,,,,,,3816,,,,,,,percent of total billed charges,,3714.24,,,,,,,percent of total billed charges,,2920.51,,,,,,,percent of total billed charges,,3317.38,,,,,,,percent of total billed charges,,2340.48,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556.51,,,,,,,percent of total billed charges,,4223.04,,,,,,,percent of total billed charges,,2187.84,,,,,,,percent of total billed charges,,2544,,,,,,,percent of total billed charges,,3561.6,,,,,,,percent of total billed charges,,3877.06,,,,,,,percent of total billed charges,,2935.78,,,,,,,percent of total billed charges,,3816,,,,,,,percent of total billed charges,,4324.8,,,,,,,percent of total billed charges,,4324.8,,,,,,,percent of total billed charges,,3816,,,,,,,percent of total billed charges,,2645.76,,,,,,,percent of total billed charges,,2391.36,,,,,,,percent of total billed charges,,3561.6,,,,,,,percent of total billed charges,,4324.8,,,,,,,percent of total billed charges,,3561.6,,,,,,,percent of total billed charges,,3052.8,,,,,,,percent of total billed charges,,5407.95,,,,,,,percent of total billed charges,,2431.56,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE POLY VIVACIT-E PERSONA LT MC 10MM 20MM",SUP-T81589,CDM,C1776,HCPCS,0278,RC,,,,inpatient,,,2465,986,1059.95,2620.01,,1353.29,,,,,,,percent of total billed charges,,1730.43,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,1848.75,,,,,,,percent of total billed charges,,,,,,,,,,,1848.75,,,,,,,percent of total billed charges,,1799.45,,,,,,,percent of total billed charges,,1414.91,,,,,,,percent of total billed charges,,1607.18,,,,,,,percent of total billed charges,,1133.9,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.04,,,,,,,percent of total billed charges,,2045.95,,,,,,,percent of total billed charges,,1059.95,,,,,,,percent of total billed charges,,1232.5,,,,,,,percent of total billed charges,,1725.5,,,,,,,percent of total billed charges,,1878.33,,,,,,,percent of total billed charges,,1422.31,,,,,,,percent of total billed charges,,1848.75,,,,,,,percent of total billed charges,,2095.25,,,,,,,percent of total billed charges,,2095.25,,,,,,,percent of total billed charges,,1848.75,,,,,,,percent of total billed charges,,1281.8,,,,,,,percent of total billed charges,,1158.55,,,,,,,percent of total billed charges,,1725.5,,,,,,,percent of total billed charges,,2095.25,,,,,,,percent of total billed charges,,1725.5,,,,,,,percent of total billed charges,,1479,,,,,,,percent of total billed charges,,2620.01,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE REVISION DISTAL BLOCK SCORPIO TS #9 5MM",SUP-51993,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,2877.93,1151.17,1237.51,3058.9,,1579.98,,,,,,,percent of total billed charges,,2020.31,,,,,,,percent of total billed charges,,1375.36,,,,,,,percent of total billed charges,,,,,,,,,,,2158.45,,,,,,,percent of total billed charges,,,,,,,,,,,2158.45,,,,,,,percent of total billed charges,,2100.89,,,,,,,percent of total billed charges,,1651.93,,,,,,,percent of total billed charges,,1876.41,,,,,,,percent of total billed charges,,1323.85,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.67,,,,,,,percent of total billed charges,,2388.68,,,,,,,percent of total billed charges,,1237.51,,,,,,,percent of total billed charges,,1438.97,,,,,,,percent of total billed charges,,2014.55,,,,,,,percent of total billed charges,,2192.98,,,,,,,percent of total billed charges,,1660.57,,,,,,,percent of total billed charges,,2158.45,,,,,,,percent of total billed charges,,2446.24,,,,,,,percent of total billed charges,,2446.24,,,,,,,percent of total billed charges,,2158.45,,,,,,,percent of total billed charges,,1496.52,,,,,,,percent of total billed charges,,1352.63,,,,,,,percent of total billed charges,,2014.55,,,,,,,percent of total billed charges,,2446.24,,,,,,,percent of total billed charges,,2014.55,,,,,,,percent of total billed charges,,1726.76,,,,,,,percent of total billed charges,,3058.9,,,,,,,percent of total billed charges,,1375.36,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE REVISION PSN TIB HALF BLOCK SZGH LL 5MM",SUP-T85839,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,3141.6,1256.64,1350.89,3339.15,,1724.74,,,,,,,percent of total billed charges,,2205.4,,,,,,,percent of total billed charges,,1501.37,,,,,,,percent of total billed charges,,,,,,,,,,,2356.2,,,,,,,percent of total billed charges,,,,,,,,,,,2356.2,,,,,,,percent of total billed charges,,2293.37,,,,,,,percent of total billed charges,,1803.28,,,,,,,percent of total billed charges,,2048.32,,,,,,,percent of total billed charges,,1445.14,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.98,,,,,,,percent of total billed charges,,2607.53,,,,,,,percent of total billed charges,,1350.89,,,,,,,percent of total billed charges,,1570.8,,,,,,,percent of total billed charges,,2199.12,,,,,,,percent of total billed charges,,2393.9,,,,,,,percent of total billed charges,,1812.7,,,,,,,percent of total billed charges,,2356.2,,,,,,,percent of total billed charges,,2670.36,,,,,,,percent of total billed charges,,2670.36,,,,,,,percent of total billed charges,,2356.2,,,,,,,percent of total billed charges,,1633.63,,,,,,,percent of total billed charges,,1476.55,,,,,,,percent of total billed charges,,2199.12,,,,,,,percent of total billed charges,,2670.36,,,,,,,percent of total billed charges,,2199.12,,,,,,,percent of total billed charges,,1884.96,,,,,,,percent of total billed charges,,3339.15,,,,,,,percent of total billed charges,,1501.37,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"FEMUR, KNEE REVISION SCORPIO TS LT #7 LOW FRICTION",SUP-52032,CDM,C1776,HCPCS,0278,RC,,,,outpatient,,,14238.45,5695.38,6122.53,15133.81,,7816.91,,,,,,,percent of total billed charges,,9995.39,,,,,,,percent of total billed charges,,6804.56,,,,,,,percent of total billed charges,,,,,,,,,,,10678.84,,,,,,,percent of total billed charges,,,,,,,,,,,10678.84,,,,,,,percent of total billed charges,,10394.07,,,,,,,percent of total billed charges,,8172.87,,,,,,,percent of total billed charges,,9283.47,,,,,,,percent of total billed charges,,6549.69,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9952.68,,,,,,,percent of total billed charges,,11817.91,,,,,,,percent of total billed charges,,6122.53,,,,,,,percent of total billed charges,,7119.23,,,,,,,percent of total billed charges,,9966.92,,,,,,,percent of total billed charges,,10849.7,,,,,,,percent of total billed charges,,8215.59,,,,,,,percent of total billed charges,,10678.84,,,,,,,percent of total billed charges,,12102.68,,,,,,,percent of total billed charges,,12102.68,,,,,,,percent of total billed charges,,10678.84,,,,,,,percent of total billed charges,,7403.99,,,,,,,percent of total billed charges,,6692.07,,,,,,,percent of total billed charges,,9966.92,,,,,,,percent of total billed charges,,12102.68,,,,,,,percent of total billed charges,,9966.92,,,,,,,percent of total billed charges,,8543.07,,,,,,,percent of total billed charges,,15133.81,,,,,,,percent of total billed charges,,6804.56,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
